meeting_id,bank,meeting_date,doc_id,document_subtype,category,title,speaker,date_au,days_after_meeting,text_file,source_url,meeting_relation,linkage_confidence
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,DOC_0D59907E2A3D,speech,Speeches,Economic perspectives,Economic perspectives,2022-02-17,261,data\NORGES_BANK\Speeches\2022-02-17 - Economic perspectives - Economic perspectives.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2022/2022-02-17-annual-address/,speech_after_meeting,0.7
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,DOC_88D0F8DA9A12,speech,Speeches,Report from Norges Bank Watch,Report from Norges Bank Watch,2022-03-01,273,data\NORGES_BANK\Speeches\2022-03-01 - Report from Norges Bank Watch - Report from Norges Bank Watch.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2022/2022-03-01-norges-bank-watch/,speech_after_meeting,0.7
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,DOC_7119B9C2D63B,speech,Speeches,Economic perspectives,Economic perspectives,2022-03-31,303,data\NORGES_BANK\Speeches\2022-03-31 - Economic perspectives - Economic perspectives.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2022/2022-03-31-bache-speech-to-foreign-embassy-representatives/,speech_after_meeting,0.7
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,DOC_EC0E1D1E4CD3,speech,Speeches,The conduct of monetary policy,The conduct of monetary policy,2022-04-28,331,data\NORGES_BANK\Speeches\2022-04-28 - The conduct of monetary policy - The conduct of monetary policy.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2022/2022-04-28-bache/,speech_after_meeting,0.7
NORGES_BANK_2021_06_D,NORGES_BANK,2021-06-01,DOC_75EC554BF3B6,speech,Speeches,Norges Bank’s management of the Government Pension Fund Global,,2022-05-03,336,data\NORGES_BANK\Speeches\2022-05-03 - Norges Bank’s management of the Government Pension Fund Global.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2022/2022-05-03-bache/,speech_after_meeting,0.7
NORGES_BANK_2022_06_A,NORGES_BANK,2022-06-01,DOC_CA4CBF76E4D3,statement,Monetary Policy,Pengepolitisk rapport med vurdering av finansiell stabilitet 1/2022,,2022-06-01,0,data\NORGES_BANK\Monetary Policy\2022-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 1_2022.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2022/ppr-12022/,anchor_statement,1.0
NORGES_BANK_2022_06_B,NORGES_BANK,2022-06-01,DOC_4F37C2C99346,statement,Monetary Policy,Pengepolitisk rapport med vurdering av finansiell stabilitet 2/2022,,2022-06-01,0,data\NORGES_BANK\Monetary Policy\2022-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 2_2022.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2022/ppr-22022/,anchor_statement,1.0
NORGES_BANK_2022_06_C,NORGES_BANK,2022-06-01,DOC_F175E5C4ADA0,statement,Monetary Policy,Pengepolitisk rapport med vurdering av finansiell stabilitet 3/2022,,2022-06-01,0,data\NORGES_BANK\Monetary Policy\2022-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 3_2022.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2022/ppr-32022/,anchor_statement,1.0
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,DOC_B15D3E17B269,statement,Monetary Policy,Pengepolitisk rapport med vurdering av finansiell stabilitet 4/2022,,2022-06-01,0,data\NORGES_BANK\Monetary Policy\2022-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 4_2022.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2022/ppr-42022/,anchor_statement,1.0
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,DOC_476AE40B23C9,speech,Speeches,A somewhat faster rise in the policy rate,,2022-08-18,78,data\NORGES_BANK\Speeches\2022-08-18 - A somewhat faster rise in the policy rate.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2022/2022-08-18-bache/,speech_after_meeting,0.7
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,DOC_FF95EBF61AF5,speech,Speeches,Higher policy rate will curb inflation,Presentation,2022-09-22,113,data\NORGES_BANK\Speeches\2022-09-22 - Presentation - Higher policy rate will curb inflation.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2022/2022-09-22-bache-press-conference/,speech_after_meeting,0.7
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,DOC_E31FD32817BD,speech,Speeches,Monetary policy and inflation,Monetary policy and inflation,2022-10-20,141,data\NORGES_BANK\Speeches\2022-10-20 - Monetary policy and inflation - Monetary policy and inflation.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2022/2022-10-20-cme/,speech_after_meeting,0.7
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,DOC_D82D4AD4654A,speech,Speeches,Norges Bank is raising the policy rate to bring down inflation,Ida Wolden Bache,2022-11-03,155,data\NORGES_BANK\Speeches\2022-11-03 - Ida Wolden Bache - Norges Bank is raising the policy rate to bring down inflation.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2022/2022-11-03-pk/,speech_after_meeting,0.7
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,DOC_0D0A3188865B,speech,Speeches,An efficient payment system is a collaborative effort,,2022-11-10,162,data\NORGES_BANK\Speeches\2022-11-10 - An efficient payment system is a collaborative effort.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2022/2022-11-10-betalingsformidlingskonferansen/,speech_after_meeting,0.7
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,DOC_472F9EF9E1D9,speech,Speeches,The role of the krone exchange rate under flexible inflation targeting,Speech by Ole Christian Bech-Moen,2023-02-02,246,data\NORGES_BANK\Speeches\2023-02-02 - Speech by Ole Christian Bech-Moen - The role of the krone exchange rate under flexible inflation targeting.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2023/2023-02-02-bech-moen/,speech_after_meeting,0.7
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,DOC_4E2164F5BFA2,speech,Speeches,Economic perspectives,Economic perspectives,2023-02-16,260,data\NORGES_BANK\Speeches\2023-02-16 - Economic perspectives - Economic perspectives.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2023/2023-02-16-annual-address/,speech_after_meeting,0.7
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,DOC_3BDF81CF04F4,speech,Speeches,Report from Norges Bank Watch,Report from Norges Bank Watch,2023-03-01,273,data\NORGES_BANK\Speeches\2023-03-01 - Report from Norges Bank Watch - Report from Norges Bank Watch.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2023/2023-03-01-nbw/,speech_after_meeting,0.7
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,DOC_B9771E47C828,speech,Speeches,Norges Bank’s management of the Government Pension Fund Global,See also,2023-04-18,321,data\NORGES_BANK\Speeches\2023-04-18 - See also - Norges Bank’s management of the Government Pension Fund Global.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2023/2023-04-18-tangen/,speech_after_meeting,0.7
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,DOC_D6CCD622EC1A,speech,Speeches,The conduct of monetary policy,The conduct of monetary policy,2023-05-09,342,data\NORGES_BANK\Speeches\2023-05-09 - The conduct of monetary policy - The conduct of monetary policy.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2023/2023-05-09-storting/,speech_after_meeting,0.7
NORGES_BANK_2022_06_D,NORGES_BANK,2022-06-01,DOC_38B6407AC0DD,speech,Speeches,Norges Bank’s management of the Government Pension Fund Global,,2023-05-18,351,data\NORGES_BANK\Speeches\2023-05-18 - Norges Bank’s management of the Government Pension Fund Global.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2023/2023-05-18-bache/,speech_after_meeting,0.7
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,DOC_E46401275E3D,speech,Speeches,Monetary policy and the krone exchange rate,,2023-06-01,0,data\NORGES_BANK\Speeches\2023-06-01 - Monetary policy and the krone exchange rate.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2023/09-11-2023-cme/,speech_after_meeting,0.7
NORGES_BANK_2023_06_A,NORGES_BANK,2023-06-01,DOC_33FC79FF4FEE,statement,Monetary Policy,Pengepolitisk rapport 1/2023,,2023-06-01,0,data\NORGES_BANK\Monetary Policy\2023-06-01 - Pengepolitisk rapport 1_2023.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2023/ppr-12023/,anchor_statement,1.0
NORGES_BANK_2023_06_B,NORGES_BANK,2023-06-01,DOC_6AEB34A51607,statement,Monetary Policy,Pengepolitisk rapport 2/2023,,2023-06-01,0,data\NORGES_BANK\Monetary Policy\2023-06-01 - Pengepolitisk rapport 2_2023.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2023/ppr-22023/,anchor_statement,1.0
NORGES_BANK_2023_06_C,NORGES_BANK,2023-06-01,DOC_4396EC6C2C7A,statement,Monetary Policy,Pengepolitisk rapport 3/2023,,2023-06-01,0,data\NORGES_BANK\Monetary Policy\2023-06-01 - Pengepolitisk rapport 3_2023.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2023/ppr-32023/,anchor_statement,1.0
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,DOC_1E7C168D76C0,statement,Monetary Policy,Pengepolitisk rapport 4/2023,,2023-06-01,0,data\NORGES_BANK\Monetary Policy\2023-06-01 - Pengepolitisk rapport 4_2023.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2023/ppr-42023/,anchor_statement,1.0
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,DOC_03FDCECC55C1,speech,Speeches,Structural changes in energy markets and implications for inflation and monetary policy,Ida Wolden Bache,2023-06-27,26,data\NORGES_BANK\Speeches\2023-06-27 - Ida Wolden Bache - Structural changes in energy markets and implications for inflation and monetary policy.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2023/2023-06-27/,speech_after_meeting,0.7
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,DOC_8A8CA86E7E53,speech,Speeches,Higher policy rate to bring down inflation to the target,,2023-08-17,77,data\NORGES_BANK\Speeches\2023-08-17 - Higher policy rate to bring down inflation to the target.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2023/2023-08-17-arendal/,speech_after_meeting,0.7
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,DOC_509342C3814A,speech,Speeches,Central bank digital currency and the singleness of money,Ida Wolden Bache,2023-10-27,148,data\NORGES_BANK\Speeches\2023-10-27 - Ida Wolden Bache - Central bank digital currency and the singleness of money.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2023/2023-10-27-bis/,speech_after_meeting,0.7
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,DOC_58468CAD4EAC,speech,Speeches,Monetary policy in the face of cost shocks,,2023-11-23,175,data\NORGES_BANK\Speeches\2023-11-23 - Monetary policy in the face of cost shocks.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2023/2023-11-23-lo/,speech_after_meeting,0.7
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,DOC_E76F05D2E905,speech,Speeches,Economic perspectives,Economic perspectives,2024-02-15,259,data\NORGES_BANK\Speeches\2024-02-15 - Economic perspectives - Economic perspectives.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-02-15-annual-address/,speech_after_meeting,0.7
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,DOC_6171FE8058CF,speech,Speeches,Report from Norges Bank Watch 2024,Remarks by Pål Longva,2024-02-23,267,data\NORGES_BANK\Speeches\2024-02-23 - Remarks by Pål Longva - Report from Norges Bank Watch 2024.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-02-23-nbw/,speech_after_meeting,0.7
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,DOC_ED2CC2FA8DB8,speech,Speeches,Bache: Norges Bank’s management of the Government Pension Fund Global,Ida Wolden Bache,2024-04-30,334,data\NORGES_BANK\Speeches\2024-04-30 - Ida Wolden Bache - Bache_ Norges Bank’s management of the Government Pension Fund Global.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-04-30-spu-bache/,speech_after_meeting,0.7
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,DOC_22B0B2E64CC1,speech,Speeches,Tangen: Norges Bank’s management of the Government Pension Fund Global,More information,2024-04-30,334,data\NORGES_BANK\Speeches\2024-04-30 - More information - Tangen_ Norges Bank’s management of the Government Pension Fund Global.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-04-30-spu-tangen/,speech_after_meeting,0.7
NORGES_BANK_2023_06_D,NORGES_BANK,2023-06-01,DOC_4F1AF9B40F4A,speech,Speeches,The conduct of monetary policy,The conduct of monetary policy,2024-05-07,341,data\NORGES_BANK\Speeches\2024-05-07 - The conduct of monetary policy - The conduct of monetary policy.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-05-07-storting/,speech_after_meeting,0.7
NORGES_BANK_2024_06_A,NORGES_BANK,2024-06-01,DOC_1E5D9F89672B,statement,Monetary Policy,Pengepolitisk rapport 1/2024,,2024-06-01,0,data\NORGES_BANK\Monetary Policy\2024-06-01 - Pengepolitisk rapport 1_2024.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2024/ppr-12024/,anchor_statement,1.0
NORGES_BANK_2024_06_B,NORGES_BANK,2024-06-01,DOC_B99C89C85DB7,statement,Monetary Policy,Pengepolitisk rapport 2/2024,,2024-06-01,0,data\NORGES_BANK\Monetary Policy\2024-06-01 - Pengepolitisk rapport 2_2024.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2024/ppr-22024/,anchor_statement,1.0
NORGES_BANK_2024_06_C,NORGES_BANK,2024-06-01,DOC_22CC47E6D716,statement,Monetary Policy,Pengepolitisk rapport 3/2024,,2024-06-01,0,data\NORGES_BANK\Monetary Policy\2024-06-01 - Pengepolitisk rapport 3_2024.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2024/ppr-32024/,anchor_statement,1.0
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_3D95A2EB57AD,statement,Monetary Policy,Pengepolitisk rapport 4/2024,,2024-06-01,0,data\NORGES_BANK\Monetary Policy\2024-06-01 - Pengepolitisk rapport 4_2024.txt,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2024/ppr-42024/,anchor_statement,1.0
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_7FBA4B6AFAAC,speech,Speeches,The management of the Government Pension Fund Global,,2024-07-24,53,data\NORGES_BANK\Speeches\2024-07-24 - The management of the Government Pension Fund Global.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-07-24-spu-bache/,speech_after_meeting,0.7
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_0A844C22FC50,speech,Speeches,The cash-flow channel of monetary policy – micro evidence and macro outcomes,micro evidence and macro outcomes,2024-08-23,83,data\NORGES_BANK\Speeches\2024-08-23 - micro evidence and macro outcomes - The cash-flow channel of monetary policy – micro evidence and macro outcomes.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-08-23-jackson-hole/,speech_after_meeting,0.7
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_FAD97AE739FA,speech,Speeches,Norges Bank’s balance sheet,,2024-10-17,138,data\NORGES_BANK\Speeches\2024-10-17 - Norges Bank’s balance sheet.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-17-cme/,speech_after_meeting,0.7
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_8AE8F016BA52,speech,Speeches,Monetary policy trade-offs in a small open economy – the case of Norway,the case of Norway,2024-10-24,145,data\NORGES_BANK\Speeches\2024-10-24 - the case of Norway - Monetary policy trade-offs in a small open economy – the case of Norway.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,speech_after_meeting,0.7
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_C979A2729D9D,speech,Speeches,Responsible innovation in the payment system,,2024-11-07,159,data\NORGES_BANK\Speeches\2024-11-07 - Responsible innovation in the payment system.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,speech_after_meeting,0.7
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_79AF46A56BD9,speech,Speeches,The krone exchange rate and altered expectations,Speech by Ole Christian Bech-Moen,2025-01-30,243,data\NORGES_BANK\Speeches\2025-01-30 - Speech by Ole Christian Bech-Moen - The krone exchange rate and altered expectations.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-01-30-bech-moen/,speech_after_meeting,0.7
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_E45408EC2C88,speech,Speeches,Economic perspectives,Economic perspectives,2025-02-13,257,data\NORGES_BANK\Speeches\2025-02-13 - Economic perspectives - Economic perspectives.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,speech_after_meeting,0.7
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_0B4B13C31F26,speech,Speeches,Report from Norges Bank Watch 2025,Remarks by Pål Longva,2025-02-27,271,data\NORGES_BANK\Speeches\2025-02-27 - Remarks by Pål Longva - Report from Norges Bank Watch 2025.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,speech_after_meeting,0.7
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_00915FECA4F2,speech,Speeches,The management of the Government Pension Fund Global,,2025-02-27,271,data\NORGES_BANK\Speeches\2025-02-27 - The management of the Government Pension Fund Global.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-cape-town/,speech_after_meeting,0.7
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_B87468C73A1B,speech,Speeches,Cooperation and independence – Norges Bank in a turbulent world,Norges Bank in a turbulent world,2025-04-08,311,data\NORGES_BANK\Speeches\2025-04-08 - Norges Bank in a turbulent world - Cooperation and independence – Norges Bank in a turbulent world.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,speech_after_meeting,0.7
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_DE2F152924E7,speech,Speeches,The conduct of monetary policy,The conduct of monetary policy,2025-05-09,342,data\NORGES_BANK\Speeches\2025-05-09 - The conduct of monetary policy - The conduct of monetary policy.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-05-09-storting/,speech_after_meeting,0.7
NORGES_BANK_2024_06_D,NORGES_BANK,2024-06-01,DOC_40ACB846B315,speech,Speeches,Bache: Norges Bank’s management of the Government Pension Fund Global,Ida Wolden Bache,2025-05-13,346,data\NORGES_BANK\Speeches\2025-05-13 - Ida Wolden Bache - Bache_ Norges Bank’s management of the Government Pension Fund Global.txt,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-05-13-hearing-bache/,speech_after_meeting,0.7
